know,8.51382989042754
no,6.6206113475917014
love,5.651998197378633
nigga,5.633855636880708
say,4.954251739813952
feel,4.8495405721691895
shit,4.6051468170994525
not,4.26056176386502
never,4.239072069145214
need,4.2046324239866575
man,4.141649068778044
keep,3.9820191076915656
right,3.8921373217157633
good,3.8572609507428544
god,3.814952177609603
one,3.728823790034125
make,3.6960152646273037
life,3.6857872762843464
baby,3.4907006590051486
still,3.47353931699553
fuck,3.437056631743363
want,3.3673325307613857
girl,3.3397514681374534
tell,3.327422303557076
back,3.3248662737618013
way,3.275740556466734
broke,3.253319971853155
cause,3.176375423140541
ever,3.1466761804775847
bitch,3.098234620119759
night,3.0728848196358625
day,3.024099890007236
hand,2.9827700132583947
time,2.929475184823861
thing,2.916697598620934
money,2.890365277672622
much,2.8458592136325667
high,2.7405207364709856
real,2.6788182902808213
away,2.673980207798951
gon,2.6636641934250016
kanye,2.6537918886544025
take,2.6120479027467156
new,2.602366913352769
turn,2.587308887414146
wanna,2.5751359644307894
told,2.5212012111091697
gonna,2.501718372602134
em,2.4486059046097908
said,2.432265574371093
everything,2.379497141331962
think,2.3726695636503443
always,2.3655517330038682
stop,2.3513441534669175
home,2.3258604938538587
find,2.2791781363742487
come,2.2395467070614816
sky,2.1979995222594018
made,2.1718994628190122
look,2.1668442647520494
yeezy,2.1393085181762963
even,2.1371598832082905
light,2.117866136579306
free,2.1147354065301327
really,2.1057867965572177
mean,2.093459361557039
everybody,2.0696790163168908
damn,2.0659927775646576
kid,2.0647326514845035
nothing,2.0609307936505683
every,2.0561264249228826
black,2.0465309135461154
fly,2.0446459871863065
bad,2.0126724135657503
lights,2.0061171661869195
wait,2.005495216346356
people,1.9751313437381148
call,1.9703409688156293
leave,1.9569315588183545
better,1.924961450696023
give,1.9178550692499448
talk,1.8982706193249255
myself,1.885093577693133
well,1.8826546242187194
mind,1.8808272219260842
throw,1.8775451032929396
work,1.844778765438959
lord,1.8394955803600217
found,1.8200368295664093
put,1.8130359938132563
somethin,1.8066885689989969
yo,1.8029238515848969
forever,1.7941179808780368
would,1.7926407333006984
thought,1.7698880464106777
lost,1.7584186204393049
mama,1.7454932195282256
gone,1.7382323247407867
pull,1.7284355358748293
friend,1.6910459607854578
